189.29,81.29,38.57,39.63,1
189.29,81.29,38.57,39.63,1
189.29,81.29,38.57,39.63,1
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
188.01,79.71,114.51,28.43,1
188.01,79.71,114.51,28.43,1
171.58,85.67,50.0,26.58,1
171.58,85.67,50.0,26.58,1
175.97,84.25,39.64,23.19,1
183.7,83.33,116.35,57.48,2
183.7,83.33,116.35,57.48,2
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
171.61,83.43,80.29,41.65,1
185.22,81.72,116.12,38.86,2
185.22,81.72,116.12,38.86,2
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
195.21,78.0,110.98,57.7,2
169.26,84.91,96.52,52.2,1
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
230.43,52.57,175.53,30.87,2
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
185.39,82.45,115.69,54.73,2
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
174.4,83.3,107.47,64.31,2
169.26,84.91,96.52,52.2,1
179.18,75.59,128.03,54.26,2
169.26,84.91,96.52,52.2,1
190.26,80.35,137.79,63.61,2
183.82,79.67,113.44,44.5,2
168.42,86.6,111.72,59.57,2
187.13,81.54,38.68,12.33,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
203.1,75.83,93.24,43.9,1
203.1,75.83,93.24,43.9,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
246.54,36.24,19.77,43.07,3
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
169.26,84.91,96.52,52.2,1
187.28,82.22,52.37,31.99,1
169.26,84.91,96.52,52.2,1
155.49,91.65,49.45,45.12,1
169.26,84.91,96.52,52.2,1
182.95,82.79,51.35,17.13,1
187.23,82.66,56.0,40.55,1
178.62,84.45,62.8,52.42,3
250.71,25.56,242.17,44.69,2
